config,min_size,min_samples,metric,eps,min_df,max_df,Silhouette Score,Topic Coherence,Total Topics
408,30,20,cosine,0.5,2,700,0.0313688,0.645661869335248,5
409,30,20,cosine,0.5,3,300,0.032331713,0.523112463830416,5
410,30,20,cosine,0.5,3,400,0.032290358,0.538772258039711,5
411,30,20,cosine,0.5,3,500,0.07318501,0.52769290024062,9
412,30,20,cosine,0.5,3,600,0.030680925,0.522469789049583,5
413,30,20,cosine,0.5,3,700,0.073777184,0.507775302243962,9
414,30,20,cosine,0.5,4,300,0.07155609,0.496150148265404,10
415,30,20,cosine,0.5,4,400,0.032178342,0.54898683192849,5
416,30,20,cosine,0.5,4,500,0.032115303,0.510376779601022,5
417,30,20,cosine,0.5,4,600,0.031361856,0.52202818741289,5
418,30,20,cosine,0.5,4,700,0.06724657,0.506991908928473,9
419,30,20,cosine,0.5,5,300,0.030785874,0.580464985345362,5
420,30,20,cosine,0.5,5,400,0.07166832,0.561925067744426,9
421,30,20,cosine,0.5,5,500,0.031502422,0.548885198240064,5
422,30,20,cosine,0.5,5,600,0.031154921,0.565284319422406,5
423,30,20,cosine,0.5,5,700,0.03150435,0.561056522338789,5
424,30,20,cosine,0.6,2,300,0.05716662,0.579511900861301,12
425,30,20,cosine,0.6,2,400,0.049288273,0.601141446970919,12
426,30,20,cosine,0.6,2,500,0.04806813,0.551355029989162,12
427,30,20,cosine,0.6,2,600,0.041966558,0.533667011751241,11
428,30,20,cosine,0.6,2,700,0.056772273,0.570885018518316,12
429,30,20,cosine,0.6,3,300,0.054727726,0.562445705009151,12
430,30,20,cosine,0.6,3,400,0.049505133,0.546251969637973,12
431,30,20,cosine,0.6,3,500,0.050542485,0.559575261702318,12
432,30,20,cosine,0.6,3,600,0.055671524,0.535994817371166,12
433,30,20,cosine,0.6,3,700,0.05548473,0.534916493371587,12
434,30,20,cosine,0.6,4,300,0.053390283,0.558512696179877,12
435,30,20,cosine,0.6,4,400,0.052458778,0.530365008566055,12
436,30,20,cosine,0.6,4,500,0.044257414,0.547185165761972,11
437,30,20,cosine,0.6,4,600,0.055273965,0.583567871163308,13
438,30,20,cosine,0.6,4,700,0.057815973,0.582127677638268,12
439,30,20,cosine,0.6,5,300,0.05578967,0.516900915790388,13
440,30,20,cosine,0.6,5,400,0.057189293,0.558937819113482,13
441,30,20,cosine,0.6,5,500,0.05602877,0.560585222329305,13
442,30,20,cosine,0.6,5,600,0.05507835,0.542549534452142,12
443,30,20,cosine,0.6,5,700,0.041685708,0.551597460500158,11
444,30,20,cosine,0.7,2,300,0.039997004,0.527138978624011,12
445,30,20,cosine,0.7,2,400,0.05335641,0.591734600709115,13
446,30,20,cosine,0.7,2,500,0.051832862,0.543754402084723,13
447,30,20,cosine,0.7,2,600,0.04242008,0.571158224014928,13
448,30,20,cosine,0.7,2,700,0.051351164,0.556444341573158,14
449,30,20,cosine,0.7,3,300,0.053023435,0.543674152577327,13
450,30,20,cosine,0.7,3,400,0.047005158,0.537704954115914,12
451,30,20,cosine,0.7,3,500,0.046714824,0.536727866148142,12
452,30,20,cosine,0.7,3,600,0.04757382,0.543842119186507,13
453,30,20,cosine,0.7,3,700,0.049405348,0.532798888221874,13
454,30,20,cosine,0.7,4,300,0.043542758,0.522647858280514,12
455,30,20,cosine,0.7,4,400,0.04250327,0.531160119731561,12
456,30,20,cosine,0.7,4,500,0.054642454,0.547784798789448,13
457,30,20,cosine,0.7,4,600,0.035006747,0.518691636919974,11
458,30,20,cosine,0.7,4,700,0.04869718,0.556812421249577,13
459,30,20,cosine,0.7,5,300,0.038787175,0.523942146268869,12
460,30,20,cosine,0.7,5,400,0.04954199,0.535212718581558,12
461,30,20,cosine,0.7,5,500,0.039206665,0.535988303740844,12
462,30,20,cosine,0.7,5,600,0.052496903,0.539397456779481,13
463,30,20,cosine,0.7,5,700,0.054639436,0.501012638203722,13
464,30,30,cosine,0.5,2,300,0.03170785,0.634481213054431,3
465,30,30,cosine,0.5,2,400,0.07724103,0.608391721098902,7
466,30,30,cosine,0.5,2,500,0.030125776,0.604894904799741,2
467,30,30,cosine,0.5,2,600,0.03022796,0.622079284507644,3
468,30,30,cosine,0.5,2,700,0.07677245,0.596950620498212,7
469,30,30,cosine,0.5,3,300,0.03180422,0.528834259777841,3
470,30,30,cosine,0.5,3,400,0.07186625,0.555565204270796,7
471,30,30,cosine,0.5,3,500,0.07064539,0.56490521345454,8
472,30,30,cosine,0.5,3,600,0.03250367,0.564006833145114,3
473,30,30,cosine,0.5,4,300,0.06994123,0.54551734239955,8
474,30,30,cosine,0.5,4,500,0.06401506,0.524569159448437,8
475,30,30,cosine,0.5,5,300,0.06891765,0.53185200862146,7
476,30,30,cosine,0.5,5,600,0.07402158,0.530307154251568,7
477,30,30,cosine,0.6,2,300,0.053707365,0.576258850111909,13
478,30,30,cosine,0.6,2,400,0.05646913,0.597384668949648,12
479,30,30,cosine,0.6,2,500,0.039494053,0.529535455381069,11
480,30,30,cosine,0.6,2,600,0.042300977,0.523081836199419,12
481,30,30,cosine,0.6,2,700,0.056303434,0.591352036749997,13
482,30,30,cosine,0.6,3,300,0.047887284,0.55085953339458,12
483,30,30,cosine,0.6,3,400,0.052520372,0.547393810344633,13
484,30,30,cosine,0.6,3,500,0.017234169,0.535665100388354,7
485,30,30,cosine,0.6,3,600,0.055212427,0.572996885373267,12
486,30,30,cosine,0.6,3,700,0.05531818,0.570418187143455,12
487,30,30,cosine,0.6,4,300,0.053794447,0.551140650319733,12
488,30,30,cosine,0.6,4,400,0.038006708,0.475568448182007,12
489,30,30,cosine,0.6,4,500,0.05477767,0.543749803650105,12
490,30,30,cosine,0.6,4,600,0.04936437,0.544415477418018,11
491,30,30,cosine,0.6,4,700,0.055299602,0.580365992297241,12
492,30,30,cosine,0.6,5,300,0.055929665,0.570366608848515,13
493,30,30,cosine,0.6,5,400,0.04241194,0.549781668316216,12
494,30,30,cosine,0.6,5,500,0.058402944,0.54267182594079,13
495,30,30,cosine,0.6,5,600,0.05470572,0.549598577792325,13
496,30,30,cosine,0.6,5,700,0.05001333,0.536937211374194,13
497,30,30,cosine,0.7,2,300,0.047962558,0.582224907362887,11
498,30,30,cosine,0.7,2,400,0.05006513,0.533418144730397,14
499,30,30,cosine,0.7,2,500,0.05835528,0.580339080237375,12
500,30,30,cosine,0.7,2,600,0.0498008,0.560423392065499,14
501,30,30,cosine,0.7,2,700,0.04890033,0.536083924900622,13
502,30,30,cosine,0.7,3,300,0.05028671,0.558124735187703,13
503,30,30,cosine,0.7,3,400,0.053278323,0.549257503174007,13
504,30,30,cosine,0.7,3,500,0.056371596,0.560602435973292,13
505,30,30,cosine,0.7,3,600,0.05120256,0.510998446420835,14
506,30,30,cosine,0.7,3,700,0.039929662,0.51868174717407,12
507,30,30,cosine,0.7,4,300,0.049143925,0.557435575960946,13
508,30,30,cosine,0.7,4,400,0.051597457,0.558283662451276,14
509,30,30,cosine,0.7,4,500,0.041917574,0.533703085037245,12
510,30,30,cosine,0.7,4,600,0.04382105,0.603731451199346,11
511,30,30,cosine,0.7,4,700,0.050638363,0.521478849087341,14
512,30,30,cosine,0.7,5,300,0.04724393,0.564726185588145,13
513,30,30,cosine,0.7,5,400,0.04484156,0.569064056100978,12
514,30,30,cosine,0.7,5,500,0.05501664,0.522613145022751,13
515,30,30,cosine,0.7,5,600,0.052955776,0.541185977227065,13
516,30,30,cosine,0.7,5,700,0.046554957,0.52202057690991,12
517,40,10,cosine,0.5,2,300,0.07402989,0.603629465558528,13
518,40,10,cosine,0.5,2,400,0.06251119,0.609530629489956,11
519,40,10,cosine,0.5,2,500,0.06668968,0.647259072538121,11
520,40,10,cosine,0.5,2,600,0.06405454,0.634502641604524,11
521,40,10,cosine,0.5,2,700,0.0655363,0.631298551008894,11
522,40,10,cosine,0.5,3,300,0.060036384,0.605559975716877,11
523,40,10,cosine,0.5,3,400,0.05984258,0.55012499586811,12
524,40,10,cosine,0.5,3,500,0.05569819,0.616165753606523,10
525,40,10,cosine,0.5,3,600,0.053221524,0.576138942625965,8
526,40,10,cosine,0.5,3,700,0.060775522,0.602407643395206,10
527,40,10,cosine,0.5,4,300,0.06831699,0.586036083215104,11
528,40,10,cosine,0.5,4,400,0.06427258,0.585207801779577,11
529,40,10,cosine,0.5,4,500,0.06019224,0.563270552736733,10
530,40,10,cosine,0.5,4,600,0.06703124,0.539581642971464,11
531,40,10,cosine,0.5,4,700,0.053807918,0.592251976980223,10
532,40,10,cosine,0.5,5,300,0.06581997,0.568542607843238,12
533,40,10,cosine,0.5,5,400,0.06687025,0.606174296821988,10
534,40,10,cosine,0.5,5,500,0.063718796,0.563008690043336,11
535,40,10,cosine,0.5,5,600,0.064746365,0.570834667771718,12
536,40,10,cosine,0.5,5,700,0.0637531,0.548664245401537,12
537,40,10,cosine,0.6,2,300,0.05594951,0.577923760513512,13
538,40,10,cosine,0.6,2,400,0.05476099,0.586165255782425,12
539,40,10,cosine,0.6,2,500,0.04257061,0.536427579004466,11
540,40,10,cosine,0.6,2,600,0.0468513,0.585871488513034,12
541,40,10,cosine,0.6,2,700,0.047040094,0.601798476914605,12
542,40,10,cosine,0.6,3,300,0.05288679,0.535271856900264,13
543,40,10,cosine,0.6,3,400,0.04514209,0.54055195542454,11
544,40,10,cosine,0.6,3,500,0.053107042,0.559019128731247,12
545,40,10,cosine,0.6,3,600,0.0438362,0.512466932835234,12
546,40,10,cosine,0.6,3,700,0.053397607,0.541388494072342,12
547,40,10,cosine,0.6,4,300,0.054681916,0.554820399865594,12
548,40,10,cosine,0.6,4,400,0.044798724,0.552950089350102,12
549,40,10,cosine,0.6,4,500,0.052647006,0.536352947210606,12
550,40,10,cosine,0.6,4,600,0.04259187,0.524450886634459,12
551,40,10,cosine,0.6,4,700,0.054365862,0.528356203824102,13
552,40,10,cosine,0.6,5,300,0.047161963,0.538054116695981,12
553,40,10,cosine,0.6,5,400,0.05695657,0.528420316685545,12
554,40,10,cosine,0.6,5,500,0.04626549,0.532224348443561,12
555,40,10,cosine,0.6,5,600,0.052683078,0.52512465674764,13
556,40,10,cosine,0.6,5,700,0.053269643,0.555156353324945,13
557,40,10,cosine,0.7,2,300,0.048894774,0.592386523828868,14
558,40,10,cosine,0.7,2,400,0.050254002,0.562382812278237,12
559,40,10,cosine,0.7,2,500,0.05218486,0.537881933974548,13
560,40,10,cosine,0.7,2,600,0.051889054,0.542168920352328,13
561,40,10,cosine,0.7,2,700,0.052430958,0.568232747366886,12
562,40,10,cosine,0.7,3,300,0.05099239,0.525059677014968,13
563,40,10,cosine,0.7,3,400,0.04711502,0.539186597804416,12
564,40,10,cosine,0.7,3,500,0.05451891,0.504656209174397,14
565,40,10,cosine,0.7,3,600,0.048114978,0.564764623771467,14
566,40,10,cosine,0.7,3,700,0.03937301,0.510317152237609,14
567,40,10,cosine,0.7,4,300,0.04045074,0.528145930095695,14
568,40,10,cosine,0.7,4,400,0.046190646,0.535766725742473,12
569,40,10,cosine,0.7,4,500,0.04127641,0.490295670985261,12
570,40,10,cosine,0.7,4,600,0.050480023,0.539220726300406,13
571,40,10,cosine,0.7,4,700,0.05398023,0.559033220696448,13
572,40,10,cosine,0.7,5,300,0.050809532,0.548247685820985,14
573,40,10,cosine,0.7,5,400,0.05062936,0.523552258832703,13
574,40,10,cosine,0.7,5,500,0.04730056,0.547052213627434,14
575,40,10,cosine,0.7,5,600,0.05343667,0.520921383361834,13
576,40,10,cosine,0.7,5,700,0.052182443,0.582398318634487,14
577,40,20,cosine,0.5,2,300,0.06870352,0.586053239105273,9
578,40,20,cosine,0.5,2,400,0.031511832,0.63493989659782,5
579,40,20,cosine,0.5,2,500,0.03138108,0.635622174928364,5
580,40,20,cosine,0.5,2,600,0.030865878,0.629838775904084,5
581,40,20,cosine,0.5,2,700,0.031588826,0.640772277253917,5
582,40,20,cosine,0.5,3,300,0.029272672,0.51412168993589,3
583,40,20,cosine,0.5,3,400,0.076381765,0.524163852897486,11
584,40,20,cosine,0.5,3,500,0.031159347,0.505738718487309,5
585,40,20,cosine,0.5,3,600,0.032690305,0.53475034935655,5
586,40,20,cosine,0.5,3,700,0.029723994,0.49155162889722,4
587,40,20,cosine,0.5,4,300,0.030383466,0.530001972235271,5
588,40,20,cosine,0.5,4,400,0.03134793,0.535640514627482,5
589,40,20,cosine,0.5,4,500,0.030865883,0.530714727659824,5
590,40,20,cosine,0.5,4,600,0.07166836,0.534397251389256,9
591,40,20,cosine,0.5,4,700,0.032063916,0.553242244136949,5
592,40,20,cosine,0.5,5,300,0.0323797,0.563591958080652,5
593,40,20,cosine,0.5,5,400,0.031218413,0.58178846430597,5
594,40,20,cosine,0.5,5,500,0.07192297,0.59983329739328,9
595,40,20,cosine,0.5,5,600,0.031109968,0.553756837948789,5
596,40,20,cosine,0.5,5,700,0.032317825,0.561082950841918,5
597,40,20,cosine,0.6,2,300,0.040351614,0.537104086560085,11
598,40,20,cosine,0.6,2,400,0.046273187,0.562405705921374,11
599,40,20,cosine,0.6,2,500,0.044026624,0.548335911625736,12
600,40,20,cosine,0.6,2,600,0.05361548,0.568706602585953,12
601,40,20,cosine,0.6,2,700,0.05741093,0.579376642303016,12
602,40,20,cosine,0.6,3,300,0.058624376,0.549850525363066,13
603,40,20,cosine,0.6,3,400,0.04033385,0.563348111190085,12
604,40,20,cosine,0.6,3,500,0.056506887,0.560952853898708,12
605,40,20,cosine,0.6,3,600,0.054201994,0.566250713781778,12
606,40,20,cosine,0.6,3,700,0.052510362,0.506516580501766,13
607,40,20,cosine,0.6,4,300,0.050616488,0.519874465628941,12
608,40,20,cosine,0.6,4,400,0.049339563,0.526396328029276,12
609,40,20,cosine,0.6,4,500,0.05287006,0.555319161929696,12
610,40,20,cosine,0.6,4,600,0.055061415,0.599535193143964,12
611,40,20,cosine,0.6,4,700,0.059910744,0.549333316266472,12
612,40,20,cosine,0.6,5,300,0.056879975,0.555815408175028,12
613,40,20,cosine,0.6,5,400,0.05745976,0.523335791585519,12
614,40,20,cosine,0.6,5,500,0.053833637,0.540052793386916,12
615,40,20,cosine,0.6,5,600,0.053468265,0.551210270293042,12
616,40,20,cosine,0.6,5,700,0.056468494,0.535963938883454,12
617,40,20,cosine,0.7,2,300,0.05223716,0.552897349873438,13
618,40,20,cosine,0.7,2,400,0.04877659,0.539927101966666,13
619,40,20,cosine,0.7,2,500,0.05274026,0.533014623410112,13
620,40,20,cosine,0.7,2,600,0.031506088,0.532376324451478,10
621,40,20,cosine,0.7,2,700,0.056099944,0.570852179556964,13
622,40,20,cosine,0.7,3,300,0.051028606,0.515674288683341,13
623,40,20,cosine,0.7,3,400,0.047740307,0.519663524353478,13
624,40,20,cosine,0.7,3,500,0.051034782,0.518587781849446,14
625,40,20,cosine,0.7,3,600,0.05050543,0.563685493335413,12
626,40,20,cosine,0.7,3,700,0.05220925,0.532418693199227,12
627,40,20,cosine,0.7,4,300,0.052333172,0.561876060524418,12
628,40,20,cosine,0.7,4,400,0.0550943,0.542792628570894,13
629,40,20,cosine,0.7,4,500,0.059476305,0.541796129352977,12
630,40,20,cosine,0.7,4,600,0.046401396,0.529772341539633,12
631,40,20,cosine,0.7,4,700,0.048622914,0.537305390486763,13
632,40,20,cosine,0.7,5,300,0.0517399,0.512725468885701,14
633,40,20,cosine,0.7,5,400,0.054485183,0.547594394320526,14
634,40,20,cosine,0.7,5,500,0.054846965,0.531065314290918,13
635,40,20,cosine,0.7,5,600,0.050766278,0.508573985774444,14
636,40,20,cosine,0.7,5,700,0.050208695,0.544855670267886,13
637,40,30,cosine,0.5,2,300,0.053410158,0.533772896778862,5
638,40,30,cosine,0.5,2,400,0.030125776,0.604894904799741,2
639,40,30,cosine,0.5,2,500,0.029992368,0.604894904799741,2
640,40,30,cosine,0.5,2,600,0.06849517,0.637204574363846,7
641,40,30,cosine,0.5,2,700,0.030125776,0.604894904799741,2
642,40,30,cosine,0.5,3,300,0.030266989,0.519947998614947,3
643,40,30,cosine,0.5,3,400,0.070097394,0.574143560844627,7
644,40,30,cosine,0.5,3,500,0.0321521,0.60812494315497,3
645,40,30,cosine,0.5,3,700,0.032434754,0.548545654988385,3
646,40,30,cosine,0.5,4,300,0.07374592,0.489949911346067,8
647,40,30,cosine,0.5,4,400,0.06907856,0.559410973215667,8
648,40,30,cosine,0.5,4,700,0.06895931,0.589673240862693,8
649,40,30,cosine,0.5,5,300,0.070010215,0.581647352867443,7
650,40,30,cosine,0.5,5,400,0.06749849,0.516676046038365,8
651,40,30,cosine,0.6,2,300,0.053769868,0.580045631140132,12
652,40,30,cosine,0.6,2,400,0.050239135,0.574471382722033,11
653,40,30,cosine,0.6,2,500,0.059027925,0.559126870749661,12
654,40,30,cosine,0.6,2,600,0.052184295,0.591941276023019,14
655,40,30,cosine,0.6,2,700,0.042296622,0.555353690671527,11
656,40,30,cosine,0.6,3,300,0.056662276,0.551277804020431,12
657,40,30,cosine,0.6,3,400,0.045749407,0.544215518811537,11
658,40,30,cosine,0.6,3,500,0.05839547,0.57495701391091,12
659,40,30,cosine,0.6,3,600,0.05353556,0.551264880649514,13
660,40,30,cosine,0.6,3,700,0.054505955,0.561390782891026,12
661,40,30,cosine,0.6,4,300,0.053803667,0.581075646290126,12
662,40,30,cosine,0.6,4,400,0.051011518,0.534986007452757,12
663,40,30,cosine,0.6,4,500,0.05330761,0.539091953299607,12
664,40,30,cosine,0.6,4,600,0.056318752,0.592966897702727,12
665,40,30,cosine,0.6,4,700,0.042224135,0.531830565910301,12
666,40,30,cosine,0.6,5,300,0.04288624,0.532163817105889,12
667,40,30,cosine,0.6,5,400,0.05419592,0.502393598490445,13
668,40,30,cosine,0.6,5,500,0.042988792,0.531483581742164,11
669,40,30,cosine,0.6,5,600,0.051623646,0.567492426361758,12
670,40,30,cosine,0.6,5,700,0.04482874,0.572875522652283,13
671,40,30,cosine,0.7,2,300,0.052060936,0.531971027591939,14
672,40,30,cosine,0.7,2,400,0.05455682,0.577588221303646,13
673,40,30,cosine,0.7,2,500,0.050412644,0.530569788093256,13
674,40,30,cosine,0.7,2,600,0.04454785,0.547654338356456,12
675,40,30,cosine,0.7,2,700,0.049960077,0.543415078151571,13
676,40,30,cosine,0.7,3,300,0.045079824,0.557849911804936,12
677,40,30,cosine,0.7,3,400,0.052580133,0.554132218859667,13
678,40,30,cosine,0.7,3,500,0.049081028,0.532383668595684,13
679,40,30,cosine,0.7,3,600,0.052286226,0.515063339387594,13
680,40,30,cosine,0.7,3,700,0.04527255,0.529195931253407,12
681,40,30,cosine,0.7,4,300,0.045227047,0.547287941094907,12
682,40,30,cosine,0.7,4,400,0.04134898,0.551753280426375,13
683,40,30,cosine,0.7,4,500,0.056397315,0.55532125134003,13
684,40,30,cosine,0.7,4,600,0.05087353,0.520083846652356,13
685,40,30,cosine,0.7,4,700,0.048956532,0.519171220126056,13
686,40,30,cosine,0.7,5,300,0.051551968,0.55793330732424,14
687,40,30,cosine,0.7,5,400,0.04574808,0.50479554184141,13
688,40,30,cosine,0.7,5,500,0.051430758,0.587686161110383,15
689,40,30,cosine,0.7,5,600,0.044896953,0.508788398294187,13
690,40,30,cosine,0.7,5,700,0.054515764,0.529744871860218,13
691,50,10,cosine,0.5,2,300,0.061236233,0.631256079984419,11
692,50,10,cosine,0.5,2,400,0.062571056,0.645150761561431,11
693,50,10,cosine,0.5,2,500,0.06280127,0.633607086581503,10
694,50,10,cosine,0.5,2,600,0.06378469,0.63286805214378,11
695,50,10,cosine,0.5,2,700,0.05974127,0.634359866707782,10
696,50,10,cosine,0.5,3,300,0.06176524,0.567887624795503,11
697,50,10,cosine,0.5,3,400,0.05993145,0.631772003167626,10
698,50,10,cosine,0.5,3,500,0.065806516,0.623332119615274,11
699,50,10,cosine,0.5,3,600,0.052904587,0.603624333806296,9
700,50,10,cosine,0.5,3,700,0.06890382,0.563367204584799,13
701,50,10,cosine,0.5,4,300,0.062446333,0.552890952728545,12
702,50,10,cosine,0.5,4,400,0.06483779,0.558881171147515,11
703,50,10,cosine,0.5,4,500,0.06264255,0.599816961992483,11
704,50,10,cosine,0.5,4,600,0.07028897,0.497778697225603,12
705,50,10,cosine,0.5,4,700,0.05391521,0.58464503807543,9
706,50,10,cosine,0.5,5,300,0.06001898,0.561990367630614,11
707,50,10,cosine,0.5,5,400,0.061109107,0.578964017444101,11
708,50,10,cosine,0.5,5,500,0.052242815,0.601472600554562,9
709,50,10,cosine,0.5,5,600,0.068672955,0.529999563966501,13
710,50,10,cosine,0.5,5,700,0.060970183,0.538673252559144,11
711,50,10,cosine,0.6,2,300,0.055386286,0.55981756397561,13
712,50,10,cosine,0.6,2,400,0.05120618,0.555314009442659,12
713,50,10,cosine,0.6,2,500,0.05401061,0.557052853807933,13
714,50,10,cosine,0.6,2,600,0.046132863,0.561545776822719,11
715,50,10,cosine,0.6,2,700,0.051448677,0.562312663218664,12
716,50,10,cosine,0.6,3,300,0.05094012,0.523313413504655,12
717,50,10,cosine,0.6,3,400,0.054687414,0.553491255939528,12
718,50,10,cosine,0.6,3,500,0.05353128,0.522349037222169,12
719,50,10,cosine,0.6,3,600,0.049886253,0.527709106483033,13
720,50,10,cosine,0.6,3,700,0.04744333,0.514943061025938,13
721,50,10,cosine,0.6,4,300,0.057870306,0.571389841642626,12
722,50,10,cosine,0.6,4,400,0.05437389,0.534924891490759,13
723,50,10,cosine,0.6,4,500,0.044004265,0.49987567199761,12
724,50,10,cosine,0.6,4,600,0.05657086,0.560648042366914,12
725,50,10,cosine,0.6,4,700,0.0536085,0.568377368240856,13
726,50,10,cosine,0.6,5,300,0.05250725,0.523645874744611,12
727,50,10,cosine,0.6,5,400,0.0471951,0.501697752302626,12
728,50,10,cosine,0.6,5,500,0.04229031,0.505309713793005,12
729,50,10,cosine,0.6,5,600,0.04682764,0.551984387003087,12
730,50,10,cosine,0.6,5,700,0.057552762,0.529666644185714,12
731,50,10,cosine,0.7,2,300,0.053356975,0.556875841737234,13
732,50,10,cosine,0.7,2,400,0.043056563,0.57138923233985,13
733,50,10,cosine,0.7,2,500,0.050299328,0.545404790062828,13
734,50,10,cosine,0.7,2,600,0.04865879,0.566914285318831,13
735,50,10,cosine,0.7,2,700,0.051416624,0.568639532387712,14
736,50,10,cosine,0.7,3,300,0.051730074,0.524890896233654,13
737,50,10,cosine,0.7,3,400,0.047923584,0.52460645175887,13
738,50,10,cosine,0.7,3,500,0.052458264,0.551042629867668,13
739,50,10,cosine,0.7,3,600,0.05290848,0.537452724516747,14
740,50,10,cosine,0.7,3,700,0.0479861,0.541393888329546,11
741,50,10,cosine,0.7,4,300,0.05155654,0.529749818854349,13
742,50,10,cosine,0.7,4,400,0.04194377,0.508424713940429,12
743,50,10,cosine,0.7,4,500,0.043600056,0.521541231810482,12
744,50,10,cosine,0.7,4,600,0.04742189,0.549975757461433,12
745,50,10,cosine,0.7,4,700,0.052274197,0.541437753869698,13
746,50,10,cosine,0.7,5,300,0.04275135,0.511631477198521,13
747,50,10,cosine,0.7,5,400,0.048266694,0.529613940012513,13
748,50,10,cosine,0.7,5,500,0.044369724,0.507549757625642,13
749,50,10,cosine,0.7,5,600,0.0538864,0.520986622172934,13
750,50,10,cosine,0.7,5,700,0.050424375,0.52534150162069,13
751,50,20,cosine,0.5,2,300,0.07482601,0.559618762258972,10
752,50,20,cosine,0.5,2,400,0.03237301,0.644979591004705,5
753,50,20,cosine,0.5,2,500,0.033059,0.640027591195882,5
754,50,20,cosine,0.5,2,600,0.07624909,0.614982741034196,10
755,50,20,cosine,0.5,2,700,0.031201553,0.644979591004705,5
756,50,20,cosine,0.5,3,300,0.031463295,0.541601569871253,5
757,50,20,cosine,0.5,3,400,0.031413484,0.508545271224824,5
758,50,20,cosine,0.5,3,500,0.03169288,0.538772258039711,5
759,50,20,cosine,0.5,3,600,0.03124977,0.544604638695807,5
760,50,20,cosine,0.5,3,700,0.031462193,0.527873568133533,5
761,50,20,cosine,0.5,4,300,0.03164579,0.510889648101366,5
762,50,20,cosine,0.5,4,400,0.031657096,0.537143862719808,5
763,50,20,cosine,0.5,4,500,0.073173665,0.589104340081035,10
764,50,20,cosine,0.5,4,600,0.03164874,0.522513297886931,5
765,50,20,cosine,0.5,4,700,0.030485297,0.530714727659824,5
766,50,20,cosine,0.5,5,300,0.03150435,0.561056522338789,5
767,50,20,cosine,0.5,5,400,0.030326094,0.542224334707421,5
768,50,20,cosine,0.5,5,500,0.031078253,0.58178846430597,5
769,50,20,cosine,0.5,5,600,0.030975403,0.553756837948789,5
770,50,20,cosine,0.5,5,700,0.031218413,0.58178846430597,5
771,50,20,cosine,0.6,2,300,0.055333067,0.568106781602503,12
772,50,20,cosine,0.6,2,400,0.05433918,0.57380819753824,12
773,50,20,cosine,0.6,2,500,0.052469064,0.578382179052642,13
774,50,20,cosine,0.6,2,600,0.050401557,0.549201208078049,12
775,50,20,cosine,0.6,2,700,0.052259296,0.565253733789415,12
776,50,20,cosine,0.6,3,300,0.056605197,0.55606296801471,12
777,50,20,cosine,0.6,3,400,0.054551143,0.550928470405673,12
778,50,20,cosine,0.6,3,500,0.045385655,0.52838736353565,11
779,50,20,cosine,0.6,3,600,0.05371017,0.535287161100275,12
780,50,20,cosine,0.6,3,700,0.056383897,0.526976355844325,13
781,50,20,cosine,0.6,4,300,0.043276343,0.538688344275277,12
782,50,20,cosine,0.6,4,400,0.054506466,0.573372568200451,12
783,50,20,cosine,0.6,4,500,0.056380935,0.535492529877331,13
784,50,20,cosine,0.6,4,600,0.05175738,0.568366910693255,12
785,50,20,cosine,0.6,4,700,0.053010654,0.58818518030405,12
786,50,20,cosine,0.6,5,300,0.042186134,0.555607269260938,11
787,50,20,cosine,0.6,5,400,0.05268719,0.52509568774012,12
788,50,20,cosine,0.6,5,500,0.05377545,0.532354881302746,12
789,50,20,cosine,0.6,5,600,0.054834947,0.521671190837262,13
790,50,20,cosine,0.6,5,700,0.042595387,0.511859964792993,12
791,50,20,cosine,0.7,2,300,0.04986758,0.563833762250635,13
792,50,20,cosine,0.7,2,400,0.044560976,0.530780515344022,12
793,50,20,cosine,0.7,2,500,0.044750627,0.547041081269653,12
794,50,20,cosine,0.7,2,600,0.051737517,0.553236633413895,13
795,50,20,cosine,0.7,2,700,0.050318383,0.563672019130013,12
796,50,20,cosine,0.7,3,300,0.048082158,0.551622981967757,13
797,50,20,cosine,0.7,3,400,0.044589892,0.537666834573572,11
798,50,20,cosine,0.7,3,500,0.052258853,0.530824636197522,13
799,50,20,cosine,0.7,3,600,0.0531587,0.555861601088056,12
800,50,20,cosine,0.7,3,700,0.04985235,0.535376426927279,14
801,50,20,cosine,0.7,4,300,0.05066038,0.51043019457176,14
802,50,20,cosine,0.7,4,400,0.05212723,0.513273195387831,13
803,50,20,cosine,0.7,4,500,0.050549798,0.537569690754639,13
804,50,20,cosine,0.7,4,600,0.05458968,0.542078245597929,13
805,50,20,cosine,0.7,4,700,0.051996652,0.541419146942999,13
806,50,20,cosine,0.7,5,300,0.056272227,0.558632470577712,13
807,50,20,cosine,0.7,5,400,0.042302527,0.525107353655249,12
808,50,20,cosine,0.7,5,500,0.05299196,0.52357610174589,13
809,50,20,cosine,0.7,5,600,0.05168139,0.525941379147875,13
810,50,20,cosine,0.7,5,700,0.05109683,0.521101313420593,13
811,50,30,cosine,0.5,2,300,0.031544004,0.604894904799741,3
812,50,30,cosine,0.5,2,400,0.030125776,0.604894904799741,2
813,50,30,cosine,0.5,2,500,0.03005387,0.604894904799741,3
814,50,30,cosine,0.5,2,600,0.07120236,0.62401240469142,7
815,50,30,cosine,0.5,2,700,0.07164155,0.620041210217142,8
816,50,30,cosine,0.5,3,300,0.06791929,0.582403993314891,7
817,50,30,cosine,0.5,3,400,0.03184304,0.509997317438364,3
