issue_no,repo,issue_url,title,description,patched_file_types
80,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/80,Group Permissions,It seems like joining groups isn't allowed anymore (even joining groups you created yourself),documentation-file | source-file | data-file
153,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/153,Track encoding valiation throws error for additional metadata,"The additional track metadata only made it into track.create.json and not track.json. An exception is thrown and logged on encoding, still the properties are included in the output. add the properties to track.json.",documentation-file | source-file | test-file | data-file
52,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/52,Attempt to create a user with email already in use returns 500 Server Error,"Upon attempting to create an user with an email address alreay in use in the system, the server returns 500 Server Error. I think this should be 409 :)",config-file | source-file | documentation-file | data-file
182,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/182,NullPointerException when trying to export shapefile,The URL https://envirocar.org/api/dev/tracks/527a897ee4b08cecc59420d6.shp (shapefile export of track 527a897ee4b08cecc59420d6) returns an exception text containing a NullPointerException. I suspect this is caused by the first feature having less phenomenons than the following.,source-file
60,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/60,500 in FriendActivities,https://giv-car.uni-muenster.de/stable/rest/users/Turbomartin/friendActivities => com.github.jmkgreen.morphia.utils.Assert$AssertionFailedException: Parameter 'vals' is null. com.github.jmkgreen.morphia.utils.Assert.raiseError(Assert.java:74) com.github.jmkgreen.morphia.utils.Assert.parametersNotNull(Assert.java:136) com.github.jmkgreen.morphia.query.FieldEndImpl.hasAnyOf(FieldEndImpl.java:116) com.github.jmkgreen.morphia.query.FieldEndImpl.in(FieldEndImpl.java:126) com.github.jmkgreen.morphia.query.FieldEndImpl.in(FieldEndImpl.java:10) io.car.server.mongo.dao.MongoActivityDao.getForFriends(MongoActivityDao.java:133) io.car.server.core.Service.getFriendActivities(Service.java:387) io.car.server.rest.resources.FriendsActivitiesResource.statistics(FriendsActivitiesResource.java:56) sun.reflect.GeneratedMethodAccessor180.invoke(Unknown Source) sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) java.lang.reflect.Method.invoke(Method.java:616) com.sun.jersey.spi.container.JavaMethodInvokerFactory$1.invoke(JavaMethodInvokerFactory.java:60) com.sun.jersey.server.impl.model.method.dispatch.AbstractResourceMethodDispatchProvider$TypeOutInvoker._dispatch(AbstractResourceMethodDispatchProvider.java:185) com.sun.jersey.server.impl.model.method.dispatch.ResourceJavaMethodDispatcher.dispatch(ResourceJavaMethodDispatcher.java:75) com.sun.jersey.server.impl.uri.rules.HttpMethodRule.accept(HttpMethodRule.java:302) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.ResourceClassRule.accept(ResourceClassRule.java:108) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.RootResourceClassesRule.accept(RootResourceClassesRule.java:84) com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1511) com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1442) com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1391) com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1381) com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:416) com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:538) com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:716) javax.servlet.http.HttpServlet.service(HttpServlet.java:717) com.google.inject.servlet.ServletDefinition.doService(ServletDefinition.java:263) com.google.inject.servlet.ServletDefinition.service(ServletDefinition.java:178) com.google.inject.servlet.ManagedServletPipeline.service(ManagedServletPipeline.java:91) com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:62) com.google.inject.servlet.ManagedFilterPipeline.dispatch(ManagedFilterPipeline.java:118) com.google.inject.servlet.GuiceFilter.doFilter(GuiceFilter.java:113) com.thetransactioncompany.cors.CORSFilter.doFilter(CORSFilter.java:205) com.thetransactioncompany.cors.CORSFilter.doFilter(CORSFilter.java:266),test-file | source-file | config-file | data-file | documentation-file | other-file
45,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/45,Deleting Users,"Is it possible that your method to delete users doesn't work anymore? I don't get a server response while performing a delete request anymore (the same method works for deleting friends, though)",documentation-file | source-file
36,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/36,Incorrect removal of friends,Remove friend has a invalid rest endpoint at `DELETE /rest/users/:user/friends` with a entity reference to the removed friend. `DELETE /rest/users/:user/friends/:friend` would be the right choice. Currently `DELETE /rest/users/:user/friends/:friend` would entirely delete the user `friend`. Solution would be to create a new `FriendResource` that extends `UserResource` and overrides the `DELETE` operation. Also there currently isn't any check whether the current user is authorized to do so. Context: - [FriendsResource](https://github.com/car-io/car.io-server/blob/master/rest/src/main/java/io/car/server/rest/resources/FriendsResource.java#L75),test-file | config-file | source-file | data-file | documentation-file
178,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/178,Schema resource redirect loop,Every schema of the [schema resource](https://envirocar.org/api/stable/schema) will lead to a redirect loop due to the [content negotiation filter](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/URIContentNegotiationFilter.java). The `.json` part is stripped of by the filter and the [resource](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/resources/JSONSchemaResource.java#L85) will return a redirect if it is not present. Letting the [resource](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/resources/JSONSchemaResource.java#L85) just append `.json` at the end of the schema and look it up should solve the problem,source-file | test-file | data-file
183,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/183,Dates of exported shapefiles don't match the ones in the JSON,Presumably some date formating issues.,source-file
