issue_no,repo,issue_url,title,description,patched_file_types,text_for_topic_modeling,prediction,confidence,combined_text
40,modular-monolith-with-ddd,https://github.com/kgrzybek/modular-monolith-with-ddd/issues/40,Improve Problem Details response,"Change Problem Details according to @sm-g comment: @kgrzybek I'm reading your https://www.kamilgrzybek.com/design/rest-api-data-validation/ and found that `title` in problem details reponse which your code generates is different from case to case, which violates the RFC7807 (https://tools.ietf.org/html/rfc7807#section-3.1). `Title` is just function of `type` for humans. Better place for messages from validators is `details` or even custom extensions (see examples in https://tools.ietf.org/html/rfc7807#section-3) _Originally posted by @sm-g in https://github.com/kgrzybek/modular-monolith-with-ddd/issues/3#issuecomment-593063361_",other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file,improve details response details according comment kgrzybek reading https www kamilgrzybek design rest api data validation found title details reponse generates different case case violates rfc https tools ietf html rfc section title function type humans better place messages validators details even custom extensions see examples https tools ietf html rfc section originally posted https github kgrzybek modular monolith ddd issues issuecomment,bug,0.85,"Improve Problem Details response Change Problem Details according to @sm-g comment: @kgrzybek I'm reading your https://www.kamilgrzybek.com/design/rest-api-data-validation/ and found that `title` in problem details reponse which your code generates is different from case to case, which violates the RFC7807 (https://tools.ietf.org/html/rfc7807#section-3.1). `Title` is just function of `type` for humans. Better place for messages from validators is `details` or even custom extensions (see examples in https://tools.ietf.org/html/rfc7807#section-3) _Originally posted by @sm-g in https://github.com/kgrzybek/modular-monolith-with-ddd/issues/3#issuecomment-593063361_"
47,modular-monolith-with-ddd,https://github.com/kgrzybek/modular-monolith-with-ddd/issues/47,Serialized messages contains BackingField with duplicated data,"PROPERTY_k__BackingField values can be removed, they contains duplicated data Serialized message example { ""MeetingGroupProposalId"": ""674e153e-a1bf-40ce-aa2e-139bf37cd39a"", ""Name"": ""test"", ""Description"": ""test"", ""LocationCity"": ""test"", ""LocationCountryCode"": ""tst"", ""ProposalUserId"": ""4065630e-4a4c-4f01-9142-0bacf6b8c64d"", ""ProposalDate"": ""2020-03-11T01:08:06.1942544Z"", ""Id"": ""d2757a04-e929-4ccf-a23b-360abe1f5b93"", ""OccurredOn"": ""2020-03-11T01:08:15.1182219Z"", ""&lt;MeetingGroupProposalId>k__BackingField"": ""674e153e-a1bf-40ce-aa2e-139bf37cd39a"", ""&lt;Name>k__BackingField"": ""test"", ""&lt;Description>k__BackingField"": ""test"", ""&lt;LocationCity>k__BackingField"": ""test"", ""&lt;LocationCountryCode>k__BackingField"": ""tst"", ""&lt;ProposalUserId>k__BackingField"": ""4065630e-4a4c-4f01-9142-0bacf6b8c64d"", ""&lt;ProposalDate>k__BackingField"": ""2020-03-11T01:08:06.1942544Z"" }",other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file,serialized messages contains backingfield duplicated data property backingfield values removed contains duplicated data serialized message example meetinggroupproposalid name description locationcity locationcountrycode tst proposaluserid bacf proposaldate ccf abe occurredon meetinggroupproposalid backingfield name backingfield description backingfield locationcity backingfield locationcountrycode backingfield tst proposaluserid backingfield bacf proposaldate backingfield,bug,0.85,"Serialized messages contains BackingField with duplicated data PROPERTY_k__BackingField values can be removed, they contains duplicated data Serialized message example { ""MeetingGroupProposalId"": ""674e153e-a1bf-40ce-aa2e-139bf37cd39a"", ""Name"": ""test"", ""Description"": ""test"", ""LocationCity"": ""test"", ""LocationCountryCode"": ""tst"", ""ProposalUserId"": ""4065630e-4a4c-4f01-9142-0bacf6b8c64d"", ""ProposalDate"": ""2020-03-11T01:08:06.1942544Z"", ""Id"": ""d2757a04-e929-4ccf-a23b-360abe1f5b93"", ""OccurredOn"": ""2020-03-11T01:08:15.1182219Z"", ""&lt;MeetingGroupProposalId>k__BackingField"": ""674e153e-a1bf-40ce-aa2e-139bf37cd39a"", ""&lt;Name>k__BackingField"": ""test"", ""&lt;Description>k__BackingField"": ""test"", ""&lt;LocationCity>k__BackingField"": ""test"", ""&lt;LocationCountryCode>k__BackingField"": ""tst"", ""&lt;ProposalUserId>k__BackingField"": ""4065630e-4a4c-4f01-9142-0bacf6b8c64d"", ""&lt;ProposalDate>k__BackingField"": ""2020-03-11T01:08:06.1942544Z"" }"
