issue_no,repo,issue_url,title,description,patched_file_types,text_for_topic_modeling,prediction,confidence,combined_text
295,refugerestrooms,https://github.com/RefugeRestrooms/refugerestrooms/issues/295,Guess Your Location does not return valid nearby restrooms,"<img width=""590"" alt=""screen shot 2017-03-13 at 8 04 54 pm"" src=""https://cloud.githubusercontent.com/assets/5265597/23884178/777bc81c-0828-11e7-9eb9-583d7570a98c.png""> The Guess your location tool should show stuff nearby your location by distance order, currently its showing stuff on the opposite side of the country. Related PRs: https://github.com/RefugeRestrooms/refugerestrooms/pull/112 https://github.com/RefugeRestrooms/refugerestrooms/pull/110 https://github.com/RefugeRestrooms/refugerestrooms/pull/107",other-file | other-file | other-file | documentation-file | other-file | source-file | other-file | config-file | documentation-file | other-file | other-file | documentation-file | other-file | documentation-file | source-file | other-file | source-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | other-file | source-file | source-file | source-file | source-file | source-file | test-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | config-file | config-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file,guess location return valid nearby restrooms img width alt screen shot https cloud githubusercontent assets png guess location tool show stuff nearby location distance order currently showing stuff opposite side country related prs https github https github https github,bug,0.85,"Guess Your Location does not return valid nearby restrooms <img width=""590"" alt=""screen shot 2017-03-13 at 8 04 54 pm"" src=""https://cloud.githubusercontent.com/assets/5265597/23884178/777bc81c-0828-11e7-9eb9-583d7570a98c.png""> The Guess your location tool should show stuff nearby your location by distance order, currently its showing stuff on the opposite side of the country. Related PRs: https://github.com/RefugeRestrooms/refugerestrooms/pull/112 https://github.com/RefugeRestrooms/refugerestrooms/pull/110 https://github.com/RefugeRestrooms/refugerestrooms/pull/107"
