issue_no,repo,issue_url,title,description,patched_file_types,text_for_topic_modeling,prediction,confidence,combined_text
80,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/80,Group Permissions,It seems like joining groups isn't allowed anymore (even joining groups you created yourself),source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | documentation-file,group permissions seems like joining groups allowed anymore even joining groups created,bug,0.85,Group Permissions It seems like joining groups isn't allowed anymore (even joining groups you created yourself)
153,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/153,Track encoding valiation throws error for additional metadata,"The additional track metadata only made it into track.create.json and not track.json. An exception is thrown and logged on encoding, still the properties are included in the output. add the properties to track.json.",source-file | source-file | documentation-file | test-file | test-file,track encoding valiation throws additional metadata additional track metadata made track create json track json exception thrown logged encoding still properties included output properties track json,bug,0.85,"Track encoding valiation throws error for additional metadata The additional track metadata only made it into track.create.json and not track.json. An exception is thrown and logged on encoding, still the properties are included in the output. add the properties to track.json."
52,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/52,Attempt to create a user with email already in use returns 500 Server Error,"Upon attempting to create an user with an email address alreay in use in the system, the server returns 500 Server Error. I think this should be 409 :)",source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file,attempt create user email already use returns server upon attempting create user email address alreay use system server returns server think,bug,0.95,"Attempt to create a user with email already in use returns 500 Server Error Upon attempting to create an user with an email address alreay in use in the system, the server returns 500 Server Error. I think this should be 409 :)"
182,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/182,NullPointerException when trying to export shapefile,The URL https://envirocar.org/api/dev/tracks/527a897ee4b08cecc59420d6.shp (shapefile export of track 527a897ee4b08cecc59420d6) returns an exception text containing a NullPointerException. I suspect this is caused by the first feature having less phenomenons than the following.,source-file | source-file,nullpointerexception trying export shapefile url https envirocar api tracks cecc shp shapefile export track cecc returns exception text containing nullpointerexception suspect caused first feature less phenomenons following,bug,0.9,NullPointerException when trying to export shapefile The URL https://envirocar.org/api/dev/tracks/527a897ee4b08cecc59420d6.shp (shapefile export of track 527a897ee4b08cecc59420d6) returns an exception text containing a NullPointerException. I suspect this is caused by the first feature having less phenomenons than the following.
60,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/60,500 in FriendActivities,https://giv-car.uni-muenster.de/stable/rest/users/Turbomartin/friendActivities => com.github.jmkgreen.morphia.utils.Assert$AssertionFailedException: Parameter 'vals' is null. com.github.jmkgreen.morphia.utils.Assert.raiseError(Assert.java:74) com.github.jmkgreen.morphia.utils.Assert.parametersNotNull(Assert.java:136) com.github.jmkgreen.morphia.query.FieldEndImpl.hasAnyOf(FieldEndImpl.java:116) com.github.jmkgreen.morphia.query.FieldEndImpl.in(FieldEndImpl.java:126) com.github.jmkgreen.morphia.query.FieldEndImpl.in(FieldEndImpl.java:10) io.car.server.mongo.dao.MongoActivityDao.getForFriends(MongoActivityDao.java:133) io.car.server.core.Service.getFriendActivities(Service.java:387) io.car.server.rest.resources.FriendsActivitiesResource.statistics(FriendsActivitiesResource.java:56) sun.reflect.GeneratedMethodAccessor180.invoke(Unknown Source) sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) java.lang.reflect.Method.invoke(Method.java:616) com.sun.jersey.spi.container.JavaMethodInvokerFactory$1.invoke(JavaMethodInvokerFactory.java:60) com.sun.jersey.server.impl.model.method.dispatch.AbstractResourceMethodDispatchProvider$TypeOutInvoker._dispatch(AbstractResourceMethodDispatchProvider.java:185) com.sun.jersey.server.impl.model.method.dispatch.ResourceJavaMethodDispatcher.dispatch(ResourceJavaMethodDispatcher.java:75) com.sun.jersey.server.impl.uri.rules.HttpMethodRule.accept(HttpMethodRule.java:302) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.ResourceClassRule.accept(ResourceClassRule.java:108) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.RootResourceClassesRule.accept(RootResourceClassesRule.java:84) com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1511) com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1442) com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1391) com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1381) com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:416) com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:538) com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:716) javax.servlet.http.HttpServlet.service(HttpServlet.java:717) com.google.inject.servlet.ServletDefinition.doService(ServletDefinition.java:263) com.google.inject.servlet.ServletDefinition.service(ServletDefinition.java:178) com.google.inject.servlet.ManagedServletPipeline.service(ManagedServletPipeline.java:91) com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:62) com.google.inject.servlet.ManagedFilterPipeline.dispatch(ManagedFilterPipeline.java:118) com.google.inject.servlet.GuiceFilter.doFilter(GuiceFilter.java:113) com.thetransactioncompany.cors.CORSFilter.doFilter(CORSFilter.java:205) com.thetransactioncompany.cors.CORSFilter.doFilter(CORSFilter.java:266),source-file | source-file | source-file | other-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | other-file | config-file | source-file | source-file | other-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | other-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | test-file | test-file | config-file | source-file | source-file | test-file | test-file | test-file | test-file | test-file | test-file | test-file | test-file | documentation-file | documentation-file | documentation-file | documentation-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | documentation-file | documentation-file | documentation-file | documentation-file | test-file | other-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | other-file | config-file | source-file | source-file | other-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | other-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | documentation-file | test-file | test-file | test-file | test-file | test-file | test-file | test-file | config-file,friendactivities https giv car uni muenster stable rest users turbomartin friendactivities github jmkgreen morphia utils assert assertionfailedexception parameter vals null github jmkgreen morphia utils assert raiseerror assert github jmkgreen morphia utils assert parametersnotnull assert github jmkgreen morphia query fieldendimpl hasanyof fieldendimpl github jmkgreen morphia query fieldendimpl fieldendimpl github jmkgreen morphia query fieldendimpl fieldendimpl car server mongo dao mongoactivitydao getforfriends mongoactivitydao car server core service getfriendactivities service car server rest resources friendsactivitiesresource statistics friendsactivitiesresource reflect generatedmethodaccessor invoke unknown reflect delegatingmethodaccessorimpl invoke delegatingmethodaccessorimpl lang reflect method invoke method jersey spi container javamethodinvokerfactory invoke javamethodinvokerfactory jersey server impl model method dispatch abstractresourcemethoddispatchprovider typeoutinvoker dispatch abstractresourcemethoddispatchprovider jersey server impl model method dispatch resourcejavamethoddispatcher dispatch resourcejavamethoddispatcher jersey server impl uri rules httpmethodrule accept httpmethodrule jersey server impl uri rules sublocatorrule accept sublocatorrule jersey server impl uri rules righthandpathrule accept righthandpathrule jersey server impl uri rules sublocatorrule accept sublocatorrule jersey server impl uri rules righthandpathrule accept righthandpathrule jersey server impl uri rules sublocatorrule accept sublocatorrule jersey server impl uri rules righthandpathrule accept righthandpathrule jersey server impl uri rules resourceclassrule accept resourceclassrule jersey server impl uri rules righthandpathrule accept righthandpathrule jersey server impl uri rules rootresourceclassesrule accept rootresourceclassesrule jersey server impl application webapplicationimpl handlerequest webapplicationimpl jersey server impl application webapplicationimpl handlerequest webapplicationimpl jersey server impl application webapplicationimpl handlerequest webapplicationimpl jersey server impl application webapplicationimpl handlerequest webapplicationimpl jersey spi container servlet webcomponent service webcomponent jersey spi container servlet servletcontainer service servletcontainer jersey spi container servlet servletcontainer service servletcontainer javax servlet http httpservlet service httpservlet google inject servlet servletdefinition doservice servletdefinition google inject servlet servletdefinition service servletdefinition google inject servlet managedservletpipeline service managedservletpipeline google inject servlet filterchaininvocation dofilter filterchaininvocation google inject servlet managedfilterpipeline dispatch managedfilterpipeline google inject servlet guicefilter dofilter guicefilter thetransactioncompany cors corsfilter dofilter corsfilter thetransactioncompany cors corsfilter dofilter corsfilter,bug,0.95,500 in FriendActivities https://giv-car.uni-muenster.de/stable/rest/users/Turbomartin/friendActivities => com.github.jmkgreen.morphia.utils.Assert$AssertionFailedException: Parameter 'vals' is null. com.github.jmkgreen.morphia.utils.Assert.raiseError(Assert.java:74) com.github.jmkgreen.morphia.utils.Assert.parametersNotNull(Assert.java:136) com.github.jmkgreen.morphia.query.FieldEndImpl.hasAnyOf(FieldEndImpl.java:116) com.github.jmkgreen.morphia.query.FieldEndImpl.in(FieldEndImpl.java:126) com.github.jmkgreen.morphia.query.FieldEndImpl.in(FieldEndImpl.java:10) io.car.server.mongo.dao.MongoActivityDao.getForFriends(MongoActivityDao.java:133) io.car.server.core.Service.getFriendActivities(Service.java:387) io.car.server.rest.resources.FriendsActivitiesResource.statistics(FriendsActivitiesResource.java:56) sun.reflect.GeneratedMethodAccessor180.invoke(Unknown Source) sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) java.lang.reflect.Method.invoke(Method.java:616) com.sun.jersey.spi.container.JavaMethodInvokerFactory$1.invoke(JavaMethodInvokerFactory.java:60) com.sun.jersey.server.impl.model.method.dispatch.AbstractResourceMethodDispatchProvider$TypeOutInvoker._dispatch(AbstractResourceMethodDispatchProvider.java:185) com.sun.jersey.server.impl.model.method.dispatch.ResourceJavaMethodDispatcher.dispatch(ResourceJavaMethodDispatcher.java:75) com.sun.jersey.server.impl.uri.rules.HttpMethodRule.accept(HttpMethodRule.java:302) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.SubLocatorRule.accept(SubLocatorRule.java:137) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.ResourceClassRule.accept(ResourceClassRule.java:108) com.sun.jersey.server.impl.uri.rules.RightHandPathRule.accept(RightHandPathRule.java:147) com.sun.jersey.server.impl.uri.rules.RootResourceClassesRule.accept(RootResourceClassesRule.java:84) com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1511) com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1442) com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1391) com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1381) com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:416) com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:538) com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:716) javax.servlet.http.HttpServlet.service(HttpServlet.java:717) com.google.inject.servlet.ServletDefinition.doService(ServletDefinition.java:263) com.google.inject.servlet.ServletDefinition.service(ServletDefinition.java:178) com.google.inject.servlet.ManagedServletPipeline.service(ManagedServletPipeline.java:91) com.google.inject.servlet.FilterChainInvocation.doFilter(FilterChainInvocation.java:62) com.google.inject.servlet.ManagedFilterPipeline.dispatch(ManagedFilterPipeline.java:118) com.google.inject.servlet.GuiceFilter.doFilter(GuiceFilter.java:113) com.thetransactioncompany.cors.CORSFilter.doFilter(CORSFilter.java:205) com.thetransactioncompany.cors.CORSFilter.doFilter(CORSFilter.java:266)
45,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/45,Deleting Users,"Is it possible that your method to delete users doesn't work anymore? I don't get a server response while performing a delete request anymore (the same method works for deleting friends, though)",source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | documentation-file,deleting users possible method delete users work anymore get server response performing delete anymore method works deleting friends though,bug,0.9,"Deleting Users Is it possible that your method to delete users doesn't work anymore? I don't get a server response while performing a delete request anymore (the same method works for deleting friends, though)"
36,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/36,Incorrect removal of friends,Remove friend has a invalid rest endpoint at `DELETE /rest/users/:user/friends` with a entity reference to the removed friend. `DELETE /rest/users/:user/friends/:friend` would be the right choice. Currently `DELETE /rest/users/:user/friends/:friend` would entirely delete the user `friend`. Solution would be to create a new `FriendResource` that extends `UserResource` and overrides the `DELETE` operation. Also there currently isn't any check whether the current user is authorized to do so. Context: - [FriendsResource](https://github.com/car-io/car.io-server/blob/master/rest/src/main/java/io/car/server/rest/resources/FriendsResource.java#L75),source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | documentation-file | test-file | test-file | test-file,incorrect removal friends friend invalid rest endpoint delete rest users user friends entity reference removed friend delete rest users user friends friend would right choice currently delete rest users user friends friend would entirely delete user friend solution would create new friendresource extends userresource overrides delete operation also currently check whether current user authorized context friendsresource https github car car server blob rest car server rest resources friendsresource,bug,0.95,Incorrect removal of friends Remove friend has a invalid rest endpoint at `DELETE /rest/users/:user/friends` with a entity reference to the removed friend. `DELETE /rest/users/:user/friends/:friend` would be the right choice. Currently `DELETE /rest/users/:user/friends/:friend` would entirely delete the user `friend`. Solution would be to create a new `FriendResource` that extends `UserResource` and overrides the `DELETE` operation. Also there currently isn't any check whether the current user is authorized to do so. Context: - [FriendsResource](https://github.com/car-io/car.io-server/blob/master/rest/src/main/java/io/car/server/rest/resources/FriendsResource.java#L75)
178,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/178,Schema resource redirect loop,Every schema of the [schema resource](https://envirocar.org/api/stable/schema) will lead to a redirect loop due to the [content negotiation filter](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/URIContentNegotiationFilter.java). The `.json` part is stripped of by the filter and the [resource](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/resources/JSONSchemaResource.java#L85) will return a redirect if it is not present. Letting the [resource](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/resources/JSONSchemaResource.java#L85) just append `.json` at the end of the schema and look it up should solve the problem,source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | source-file | config-file | config-file | test-file | test-file,schema resource redirect loop every schema schema resource https envirocar api stable schema lead redirect loop due content negotiation filter https github envirocar envirocar server blob rest envirocar server rest uricontentnegotiationfilter json part stripped filter resource https github envirocar envirocar server blob rest envirocar server rest resources jsonschemaresource return redirect present letting resource https github envirocar envirocar server blob rest envirocar server rest resources jsonschemaresource append json end schema look solve,bug,0.95,Schema resource redirect loop Every schema of the [schema resource](https://envirocar.org/api/stable/schema) will lead to a redirect loop due to the [content negotiation filter](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/URIContentNegotiationFilter.java). The `.json` part is stripped of by the filter and the [resource](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/resources/JSONSchemaResource.java#L85) will return a redirect if it is not present. Letting the [resource](https://github.com/enviroCar/enviroCar-server/blob/master/rest/src/main/java/org/envirocar/server/rest/resources/JSONSchemaResource.java#L85) just append `.json` at the end of the schema and look it up should solve the problem
183,enviroCar-server,https://github.com/enviroCar/enviroCar-server/issues/183,Dates of exported shapefiles don't match the ones in the JSON,Presumably some date formating issues.,source-file | source-file,dates exported shapefiles match ones json presumably date formating issues,bug,0.85,Dates of exported shapefiles don't match the ones in the JSON Presumably some date formating issues.
